g,q,d,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
WI_NewWind_Rate1_LEB,Q2,d2,0.446860843293726,0.436377304448126,0.425332147450082,0.413725372299596,0.397251239827938,0.40801558774976,0.445082385810991,0.508170824935408,0.572008088263084,0.63088439124418,0.655595589951667,0.637155793946459,0.61609511322985,0.571727279186862,0.487671762371243,0.360558853868335,0.29410070582926,0.287080478923724,0.30954520502144,0.342212660888534,0.383210786016865,0.407453969597317,0.405581909089174,0.416720669112625
WI_NewWind_Rate1_LEB,Q2,d3,0.446860843293726,0.436377304448126,0.425332147450082,0.413725372299596,0.397251239827938,0.40801558774976,0.445082385810991,0.508170824935408,0.572008088263084,0.63088439124418,0.655595589951667,0.637155793946459,0.61609511322985,0.571727279186862,0.487671762371243,0.360558853868335,0.29410070582926,0.287080478923724,0.30954520502144,0.342212660888534,0.383210786016865,0.407453969597317,0.405581909089174,0.416720669112625
WI_NewWind_Rate1_LEB,Q3,d1,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate1_LEB,Q3,d2,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate1_LEB,Q3,d3,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate1_LEB,Q4,d1,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
WI_NewWind_Rate1_LEB,Q4,d2,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
WI_NewWind_Rate1_LEB,Q4,d3,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
WI_NewWind_Rate2_LEB,Q1,d1,0.815625562389422,0.794845690749036,0.77727952298096,0.765048727661093,0.739619905758817,0.713847872763383,0.748480992164028,0.823145005430463,0.884548590097552,0.915999206634354,0.917996071176373,0.910632633177677,0.88495420320765,0.793878459486494,0.674784210160132,0.617405555585551,0.637030989912583,0.674690607134726,0.717997606889766,0.766047159932103,0.808511732458479,0.83930712781743,0.836904650165314,0.83506379066564
WI_NewWind_Rate2_LEB,Q1,d2,0.815625562389422,0.794845690749036,0.77727952298096,0.765048727661093,0.739619905758817,0.713847872763383,0.748480992164028,0.823145005430463,0.884548590097552,0.915999206634354,0.917996071176373,0.910632633177677,0.88495420320765,0.793878459486494,0.674784210160132,0.617405555585551,0.637030989912583,0.674690607134726,0.717997606889766,0.766047159932103,0.808511732458479,0.83930712781743,0.836904650165314,0.83506379066564
WI_NewWind_Rate2_LEB,Q1,d3,0.815625562389422,0.794845690749036,0.77727952298096,0.765048727661093,0.739619905758817,0.713847872763383,0.748480992164028,0.823145005430463,0.884548590097552,0.915999206634354,0.917996071176373,0.910632633177677,0.88495420320765,0.793878459486494,0.674784210160132,0.617405555585551,0.637030989912583,0.674690607134726,0.717997606889766,0.766047159932103,0.808511732458479,0.83930712781743,0.836904650165314,0.83506379066564
WI_NewWind_Rate2_LEB,Q2,d1,0.446860843293726,0.436377304448126,0.425332147450082,0.413725372299596,0.397251239827938,0.40801558774976,0.445082385810991,0.508170824935408,0.572008088263084,0.63088439124418,0.655595589951667,0.637155793946459,0.61609511322985,0.571727279186862,0.487671762371243,0.360558853868335,0.29410070582926,0.287080478923724,0.30954520502144,0.342212660888534,0.383210786016865,0.407453969597317,0.405581909089174,0.416720669112625
WI_NewWind_Rate2_LEB,Q2,d2,0.446860843293726,0.436377304448126,0.425332147450082,0.413725372299596,0.397251239827938,0.40801558774976,0.445082385810991,0.508170824935408,0.572008088263084,0.63088439124418,0.655595589951667,0.637155793946459,0.61609511322985,0.571727279186862,0.487671762371243,0.360558853868335,0.29410070582926,0.287080478923724,0.30954520502144,0.342212660888534,0.383210786016865,0.407453969597317,0.405581909089174,0.416720669112625
WI_NewWind_Rate2_LEB,Q2,d3,0.446860843293726,0.436377304448126,0.425332147450082,0.413725372299596,0.397251239827938,0.40801558774976,0.445082385810991,0.508170824935408,0.572008088263084,0.63088439124418,0.655595589951667,0.637155793946459,0.61609511322985,0.571727279186862,0.487671762371243,0.360558853868335,0.29410070582926,0.287080478923724,0.30954520502144,0.342212660888534,0.383210786016865,0.407453969597317,0.405581909089174,0.416720669112625
WI_NewWind_Rate2_LEB,Q3,d1,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate2_LEB,Q3,d2,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate2_LEB,Q3,d3,0.128175755759143,0.129987427218637,0.130893262948383,0.116852809137311,0.121834905650917,0.164318601376033,0.202726036317288,0.245209732042404,0.297657620794732,0.345485747325352,0.369218643444713,0.369580977736612,0.355087606060666,0.339326064363075,0.32483269268713,0.283345416264736,0.237238377620634,0.15317682190015,0.108972038288516,0.099823097418075,0.0989172616883284,0.103718191055985,0.111327211185857,0.114678803385919
WI_NewWind_Rate2_LEB,Q4,d1,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
WI_NewWind_Rate2_LEB,Q4,d2,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
WI_NewWind_Rate2_LEB,Q4,d3,0.218668745160829,0.20372245562001,0.185696324598052,0.162054012051666,0.140042203818824,0.0994607631261764,0.103718191055985,0.143756130310785,0.170387700765335,0.184609321722356,0.183250568127737,0.171746454359955,0.155260244078567,0.138139948786356,0.130621512229459,0.125277081423954,0.11703397628326,0.127904005040219,0.150912232575783,0.178902556624953,0.198468608387479,0.213143147209374,0.220389833047347,0.223741425247409
