c,z,y,q,d,t,uni,value
Libya,Libya,2026,m1,d1,t1,Gas,1771.1413884287483
Libya,Libya,2026,m1,d1,t1,Gas,3272.4801170919845
Libya,Libya,2026,m1,d1,t1,Gas,1400.0
Libya,Libya,2026,m1,d1,t1,Imports,150.0
Libya,Libya,2026,m1,d1,t1,Demand,6593.621505520733
Libya,Libya,2026,m1,d1,t2,Gas,2271.0
Libya,Libya,2026,m1,d1,t2,Gas,2628.5889564073013
Libya,Libya,2026,m1,d1,t2,Gas,1400.0
Libya,Libya,2026,m1,d1,t2,Imports,150.0
Libya,Libya,2026,m1,d1,t2,Demand,6449.588956407301
Libya,Libya,2026,m1,d1,t3,Gas,2271.0
Libya,Libya,2026,m1,d1,t3,Gas,3939.309552820231
Libya,Libya,2026,m1,d1,t3,Imports,150.0
Libya,Libya,2026,m1,d1,t3,Demand,6360.309552820231
Libya,Libya,2026,m1,d1,t4,Gas,1376.5719692118655
Libya,Libya,2026,m1,d1,t4,Gas,3381.673208621245
Libya,Libya,2026,m1,d1,t4,Gas,1400.0
Libya,Libya,2026,m1,d1,t4,Imports,150.0
Libya,Libya,2026,m1,d1,t4,Demand,6308.245177833111
Libya,Libya,2026,m1,d1,t5,Gas,915.0
Libya,Libya,2026,m1,d1,t5,Gas,3831.6345777772967
Libya,Libya,2026,m1,d1,t5,Gas,1400.0
Libya,Libya,2026,m1,d1,t5,Imports,150.0
Libya,Libya,2026,m1,d1,t5,Demand,6296.634577777297
Libya,Libya,2026,m1,d1,t6,Gas,2271.0
Libya,Libya,2026,m1,d1,t6,Gas,2501.9111989562434
Libya,Libya,2026,m1,d1,t6,Gas,1400.0
Libya,Libya,2026,m1,d1,t6,Imports,150.0
Libya,Libya,2026,m1,d1,t6,Demand,6322.911198956243
Libya,Libya,2026,m1,d1,t7,Gas,1356.0
Libya,Libya,2026,m1,d1,t7,Gas,3577.381913411853
Libya,Libya,2026,m1,d1,t7,Gas,1400.0
Libya,Libya,2026,m1,d1,t7,Imports,150.0
Libya,Libya,2026,m1,d1,t7,Demand,6483.381913411853
Libya,Libya,2026,m1,d1,t8,Gas,2271.0
Libya,Libya,2026,m1,d1,t8,Gas,2928.875738903444
Libya,Libya,2026,m1,d1,t8,Gas,1400.0
Libya,Libya,2026,m1,d1,t8,Imports,150.0
Libya,Libya,2026,m1,d1,t8,Demand,6749.875738903444
Libya,Libya,2026,m1,d1,t9,Gas,1670.9698805958717
Libya,Libya,2026,m1,d1,t9,Gas,3662.0
Libya,Libya,2026,m1,d1,t9,Gas,1400.0
Libya,Libya,2026,m1,d1,t9,Imports,150.0
Libya,Libya,2026,m1,d1,t9,Demand,6882.969880595872
Libya,Libya,2026,m1,d1,t10,Gas,1237.801074067882
Libya,Libya,2026,m1,d1,t10,Gas,4270.0
Libya,Libya,2026,m1,d1,t10,Gas,1400.0
Libya,Libya,2026,m1,d1,t10,Imports,150.0
Libya,Libya,2026,m1,d1,t10,Demand,7057.801074067882
Libya,Libya,2026,m1,d1,t11,Gas,2271.0
Libya,Libya,2026,m1,d1,t11,Gas,3252.200396247172
Libya,Libya,2026,m1,d1,t11,Gas,1400.0
Libya,Libya,2026,m1,d1,t11,Imports,150.0
Libya,Libya,2026,m1,d1,t11,Demand,7073.200396247172
Libya,Libya,2026,m1,d1,t12,Gas,1839.0336488875616
Libya,Libya,2026,m1,d1,t12,Gas,3686.0
Libya,Libya,2026,m1,d1,t12,Gas,1400.0
Libya,Libya,2026,m1,d1,t12,Imports,150.0
Libya,Libya,2026,m1,d1,t12,Demand,7075.033648887562
Libya,Libya,2026,m1,d1,t13,Gas,2271.0
Libya,Libya,2026,m1,d1,t13,Gas,3232.951243523059
Libya,Libya,2026,m1,d1,t13,Gas,1400.0
Libya,Libya,2026,m1,d1,t13,Imports,150.0
Libya,Libya,2026,m1,d1,t13,Demand,7053.951243523059
Libya,Libya,2026,m1,d1,t14,Gas,1818.4245013047007
Libya,Libya,2026,m1,d1,t14,Gas,3662.0
Libya,Libya,2026,m1,d1,t14,Gas,1400.0
Libya,Libya,2026,m1,d1,t14,Imports,150.0
Libya,Libya,2026,m1,d1,t14,Demand,7030.424501304701
Libya,Libya,2026,m1,d1,t15,Gas,2271.0
Libya,Libya,2026,m1,d1,t15,Gas,3201.1137560015923
Libya,Libya,2026,m1,d1,t15,Gas,1400.0
Libya,Libya,2026,m1,d1,t15,Imports,150.0
Libya,Libya,2026,m1,d1,t15,Demand,7022.113756001592
Libya,Libya,2026,m1,d1,t16,Gas,2271.0
Libya,Libya,2026,m1,d1,t16,Gas,3260.816683657012
Libya,Libya,2026,m1,d1,t16,Gas,1400.0
Libya,Libya,2026,m1,d1,t16,Imports,150.0
Libya,Libya,2026,m1,d1,t16,Demand,7081.816683657012
Libya,Libya,2026,m1,d1,t17,Gas,2271.0
Libya,Libya,2026,m1,d1,t17,Gas,4710.864480739701
Libya,Libya,2026,m1,d1,t17,Imports,150.0
Libya,Libya,2026,m1,d1,t17,Demand,7131.864480739701
Libya,Libya,2026,m1,d1,t18,Gas,2271.0
Libya,Libya,2026,m1,d1,t18,Gas,3367.8175294345338
Libya,Libya,2026,m1,d1,t18,Gas,1400.0
Libya,Libya,2026,m1,d1,t18,Imports,150.0
Libya,Libya,2026,m1,d1,t18,Demand,7188.817529434534
Libya,Libya,2026,m1,d1,t19,Gas,1373.460433528221
Libya,Libya,2026,m1,d1,t19,Gas,4679.0
Libya,Libya,2026,m1,d1,t19,Gas,1400.0
Libya,Libya,2026,m1,d1,t19,Imports,150.0
Libya,Libya,2026,m1,d1,t19,Demand,7602.460433528221
Libya,Libya,2026,m1,d1,t20,Gas,2271.0
Libya,Libya,2026,m1,d1,t20,Gas,4036.868709627312
Libya,Libya,2026,m1,d1,t20,Gas,1209.0
Libya,Libya,2026,m1,d1,t20,Imports,150.0
Libya,Libya,2026,m1,d1,t20,Demand,7666.868709627312
Libya,Libya,2026,m1,d1,t21,Gas,2271.0
Libya,Libya,2026,m1,d1,t21,Gas,3770.2775924218313
Libya,Libya,2026,m1,d1,t21,Gas,1400.0
Libya,Libya,2026,m1,d1,t21,Imports,150.0
Libya,Libya,2026,m1,d1,t21,Demand,7591.277592421831
Libya,Libya,2026,m1,d1,t22,Gas,2271.0
Libya,Libya,2026,m1,d1,t22,Gas,4378.791038216052
Libya,Libya,2026,m1,d1,t22,Gas,598.8728101219713
Libya,Libya,2026,m1,d1,t22,Imports,150.0
Libya,Libya,2026,m1,d1,t22,Demand,7398.663848338023
Libya,Libya,2026,m1,d1,t23,Gas,1175.9971039751472
Libya,Libya,2026,m1,d1,t23,Gas,4422.0
Libya,Libya,2026,m1,d1,t23,Gas,1400.0
Libya,Libya,2026,m1,d1,t23,Imports,150.0
Libya,Libya,2026,m1,d1,t23,Demand,7147.997103975147
