,,,,t01,t02,t03,t04,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
Zambia,Q1,d5,2026,26.86,26.47888889,25.86555556,25.87,33.03555556,63.06333333,53.90444444,57.59555556,62.86,75.68444444,73.81333333,75.19222222,71.89111111,72.00444444,72.08,75.18555556,86.96111111,86.67111111,81.20111111,228.6766667,228.93,237.1122222,55.73,32.73555556
Zambia,Q2,d1,2026,97.50555556,76.39555556,68.05111111,58.54555556,61.30555556,61.94,60.45666667,63.35555556,69.44777778,83.84888889,69.16444444,70.17222222,70.54888889,70.42888889,70.55777778,71.59888889,64.10555556,64.41333333,221.3155556,298.45,290.6455556,275.1033333,105.18,104.9788889
Zambia,Q2,d2,2026,19.23777778,16.08888889,16.08111111,16.09111111,21.58,21.59222222,39.96555556,37.66444444,40.56444444,34.83222222,33.05777778,32.88222222,29.50444444,29.26666667,29.11555556,29.19,29.62888889,82.59333333,158.6544444,114.9888889,34.85,29.63,19.49888889,16.11222222
Zambia,Q2,d3,2026,46.23,37.12111111,36.44,37.37555556,44.76444444,73.13444444,99.15555556,88.42111111,82.64222222,81.27,70.62,70.77888889,71.17444444,71.11666667,71.18444444,71.64555556,60.44222222,79.65,300.3322222,303.7788889,300.4255556,98.00111111,75.53111111,63.21333333
Zambia,Q2,d4,2026,35.12111111,32.88222222,32.87111111,32.38333333,40.22111111,53.88777778,67.54444444,64.89666667,64.71333333,62.02111111,42.91111111,42.88888889,41.26222222,41.2,41.23,41.25555556,53.98666667,132.5766667,170.1077778,185.3811111,158.4922222,62.78666667,50.69444444,33.53444444
Zambia,Q2,d5,2026,17.17444444,15.90222222,15.85333333,15.86888889,25.17777778,32.36888889,62.82333333,58.27777778,62.03,48.84111111,52.22555556,51.73,46.59666667,45.23555556,45.15888889,39.95333333,28.69555556,84.72888889,168.2544444,114.9088889,79.56777778,28.64777778,18.42,15.82333333
Zambia,Q3,d1,2026,77.92111111,67.65666667,60.87555556,67.63111111,82.17888889,88.11,60.13444444,62.08333333,63.70222222,63.03777778,62.77777778,64.42777778,61.66333333,54.01777778,56.25222222,63.05555556,62.65888889,183.57,268.4955556,290.1777778,277.2288889,187.5788889,126.02,117.31
Zambia,Q3,d2,2026,66.78666667,64.94333333,63.24555556,63.29555556,71.70888889,92.21,154.4666667,143.62,148.8144444,133.7377778,90.54555556,95.98888889,91.29,78.94222222,75.91666667,95.73888889,157.2022222,262.4477778,252.9555556,248.9322222,250.4411111,212.9177778,76.81777778,67.71
Zambia,Q3,d3,2026,25.03,24.08,24.07,24.08,25.09,25.95,32.03,33.2,35.66,32.52,24.15,23.21,22.64,22.4,22.31,22.5,22.9,90.63,135.97,73.83,31.79,24.36,25.08,24.07
Zambia,Q3,d4,2026,20.46,17.6,17.59,18.08,34.93,44.09,89,67.95,88.28,62.88,50.23,38.37,33.15,29.83,29.79,27.17,34.31,158.69,206.42,191.66,91.47,33.54,30,20.31
Zambia,Q3,d5,2026,33.91,30.97,29.66,31.17,48.32,57.07,96.51,96.92,107.31,93.71,78.26,64.15,51.83,41.45,43.76,41.37,77.97,190.43,206.07,186.48,143.72,48.76,49,32.73
Zambia,Q4,d1,2026,159.31,156.56,152.14,152.03,156.09,182.22,187.96,180.18,185.31,200.27,180.9,180.92,176.45,175.88,179.24,184.49,210.32,203.47,261.37,259.47,259.66,291,186.02,187.36
Zambia,Q4,d2,2026,98.18,92.57,78.18,80.37,94.18,171.6,208.84,205.72,182.69,182.71,181.8,178.74,171.47,169.86,172.13,172.14,195.33,242.07,297.06,297.06,267.06,270.99,175.82,136.01
Zambia,Q4,d3,2026,40.71,35.02,30.08,30.08,42.64,56.28,57.69,54.92,72.76,69.26,61.35,57.65,61.61,57.72,56.05,60.87,83.99,140.15,280.03,294.02,281.43,144.77,115.27,71.34
Zambia,Q4,d4,2026,169.06,169.05,165.69,165.68,169.03,158.78,207.8,202.23,205.23,212.49,201.11,201.12,206.78,210.4,201.71,210.89,222.07,248.22,281.69,295.87,295.86,255.31,227.06,215.92
Zambia,Q4,d5,2026,58.82,58.49,54.2,52.7,62.47,58.31,64.65,70.23,69.36,69.3,60.03,60.19,62.11,62.09,61.34,62.72,65.98,74.98,124.2,165.91,175.08,100.25,74.27,54.02
Zambia,Q1,d1,2028,25.51444444,23.82,23.20777778,23.27111111,27.32444444,31.09111111,81.01333333,81.87,88.73,89.44666667,78.65,80.54333333,82.19111111,81.90666667,85.56666667,85.40888889,79.92222222,77.43777778,113.0188889,146.5755556,165.8588889,96.39555556,38.85,32.73555556
Zambia,Q1,d2,2028,28.17222222,28.04888889,27.59444444,27.16,37.23666667,65.80111111,100.6111111,105.2455556,86.68333333,98.76333333,94.58,96.28333333,93.38333333,90.92111111,91.29222222,95.64666667,131.0055556,123.6933333,137.0944444,290.2911111,252.5566667,201.33,58.06888889,31.75888889
Zambia,Q1,d3,2028,17.79222222,16.54222222,16.20222222,16.20444444,18.24888889,25.78222222,73.26777778,73.28222222,77.28,78.70777778,59.20333333,61.08222222,62.67777778,62.4,64.51555556,65.95111111,59.95333333,59.00333333,108.6533333,168.1733333,235.3322222,72.85555556,37.83777778,30.27222222
Zambia,Q1,d4,2028,26.94222222,26.66333333,26.05111111,26.04888889,40.44444444,62.89,54.23555556,57.18666667,64.66111111,81.22333333,81.95888889,78.30888889,74.86555556,75.12,75.64666667,81.00444444,101.4544444,86.50222222,82.87222222,216.5466667,210.4888889,206.7455556,63.52777778,37.79666667
Zambia,Q1,d5,2028,26.86,26.47888889,25.86555556,25.87,33.03555556,63.06333333,53.90444444,57.59555556,62.86,75.68444444,73.81333333,75.19222222,71.89111111,72.00444444,72.08,75.18555556,86.96111111,86.67111111,81.20111111,228.6766667,228.93,237.1122222,55.73,32.73555556
Zambia,Q2,d1,2028,97.50555556,76.39555556,68.05111111,58.54555556,61.30555556,61.94,60.45666667,63.35555556,69.44777778,83.84888889,69.16444444,70.17222222,70.54888889,70.42888889,70.55777778,71.59888889,64.10555556,64.41333333,221.3155556,298.45,290.6455556,275.1033333,105.18,104.9788889
Zambia,Q2,d2,2028,19.23777778,16.08888889,16.08111111,16.09111111,21.58,21.59222222,39.96555556,37.66444444,40.56444444,34.83222222,33.05777778,32.88222222,29.50444444,29.26666667,29.11555556,29.19,29.62888889,82.59333333,158.6544444,114.9888889,34.85,29.63,19.49888889,16.11222222
Zambia,Q2,d3,2028,46.23,37.12111111,36.44,37.37555556,44.76444444,73.13444444,99.15555556,88.42111111,82.64222222,81.27,70.62,70.77888889,71.17444444,71.11666667,71.18444444,71.64555556,60.44222222,79.65,300.3322222,303.7788889,300.4255556,98.00111111,75.53111111,63.21333333
Zambia,Q2,d4,2028,35.12111111,32.88222222,32.87111111,32.38333333,40.22111111,53.88777778,67.54444444,64.89666667,64.71333333,62.02111111,42.91111111,42.88888889,41.26222222,41.2,41.23,41.25555556,53.98666667,132.5766667,170.1077778,185.3811111,158.4922222,62.78666667,50.69444444,33.53444444
Zambia,Q2,d5,2028,17.17444444,15.90222222,15.85333333,15.86888889,25.17777778,32.36888889,62.82333333,58.27777778,62.03,48.84111111,52.22555556,51.73,46.59666667,45.23555556,45.15888889,39.95333333,28.69555556,84.72888889,168.2544444,114.9088889,79.56777778,28.64777778,18.42,15.82333333
Zambia,Q3,d1,2028,77.92111111,67.65666667,60.87555556,67.63111111,82.17888889,88.11,60.13444444,62.08333333,63.70222222,63.03777778,62.77777778,64.42777778,61.66333333,54.01777778,56.25222222,63.05555556,62.65888889,183.57,268.4955556,290.1777778,277.2288889,187.5788889,126.02,117.31
Zambia,Q3,d2,2028,66.78666667,64.94333333,63.24555556,63.29555556,71.70888889,92.21,154.4666667,143.62,148.8144444,133.7377778,90.54555556,95.98888889,91.29,78.94222222,75.91666667,95.73888889,157.2022222,262.4477778,252.9555556,248.9322222,250.4411111,212.9177778,76.81777778,67.71
Zambia,Q3,d3,2028,25.03,24.08,24.07,24.08,25.09,25.95,32.03,33.2,35.66,32.52,24.15,23.21,22.64,22.4,22.31,22.5,22.9,90.63,135.97,73.83,31.79,24.36,25.08,24.07
Zambia,Q3,d4,2028,20.46,17.6,17.59,18.08,34.93,44.09,89,67.95,88.28,62.88,50.23,38.37,33.15,29.83,29.79,27.17,34.31,158.69,206.42,191.66,91.47,33.54,30,20.31
Zambia,Q3,d5,2028,33.91,30.97,29.66,31.17,48.32,57.07,96.51,96.92,107.31,93.71,78.26,64.15,51.83,41.45,43.76,41.37,77.97,190.43,206.07,186.48,143.72,48.76,49,32.73
Zambia,Q4,d1,2028,159.31,156.56,152.14,152.03,156.09,182.22,187.96,180.18,185.31,200.27,180.9,180.92,176.45,175.88,179.24,184.49,210.32,203.47,261.37,259.47,259.66,291,186.02,187.36
Zambia,Q4,d2,2028,98.18,92.57,78.18,80.37,94.18,171.6,208.84,205.72,182.69,182.71,181.8,178.74,171.47,169.86,172.13,172.14,195.33,242.07,297.06,297.06,267.06,270.99,175.82,136.01
Zambia,Q4,d3,2028,40.71,35.02,30.08,30.08,42.64,56.28,57.69,54.92,72.76,69.26,61.35,57.65,61.61,57.72,56.05,60.87,83.99,140.15,280.03,294.02,281.43,144.77,115.27,71.34
Zambia,Q4,d4,2028,169.06,169.05,165.69,165.68,169.03,158.78,207.8,202.23,205.23,212.49,201.11,201.12,206.78,210.4,201.71,210.89,222.07,248.22,281.69,295.87,295.86,255.31,227.06,215.92
Zambia,Q4,d5,2028,58.82,58.49,54.2,52.7,62.47,58.31,64.65,70.23,69.36,69.3,60.03,60.19,62.11,62.09,61.34,62.72,65.98,74.98,124.2,165.91,175.08,100.25,74.27,54.02
Zambia,Q1,d1,2030,25.51444444,23.82,23.20777778,23.27111111,27.32444444,31.09111111,81.01333333,81.87,88.73,89.44666667,78.65,80.54333333,82.19111111,81.90666667,85.56666667,85.40888889,79.92222222,77.43777778,113.0188889,146.5755556,165.8588889,96.39555556,38.85,32.73555556
Zambia,Q1,d2,2030,28.17222222,28.04888889,27.59444444,27.16,37.23666667,65.80111111,100.6111111,105.2455556,86.68333333,98.76333333,94.58,96.28333333,93.38333333,90.92111111,91.29222222,95.64666667,131.0055556,123.6933333,137.0944444,290.2911111,252.5566667,201.33,58.06888889,31.75888889
Zambia,Q1,d3,2030,17.79222222,16.54222222,16.20222222,16.20444444,18.24888889,25.78222222,73.26777778,73.28222222,77.28,78.70777778,59.20333333,61.08222222,62.67777778,62.4,64.51555556,65.95111111,59.95333333,59.00333333,108.6533333,168.1733333,235.3322222,72.85555556,37.83777778,30.27222222
Zambia,Q1,d4,2030,26.94222222,26.66333333,26.05111111,26.04888889,40.44444444,62.89,54.23555556,57.18666667,64.66111111,81.22333333,81.95888889,78.30888889,74.86555556,75.12,75.64666667,81.00444444,101.4544444,86.50222222,82.87222222,216.5466667,210.4888889,206.7455556,63.52777778,37.79666667
Zambia,Q1,d5,2030,26.86,26.47888889,25.86555556,25.87,33.03555556,63.06333333,53.90444444,57.59555556,62.86,75.68444444,73.81333333,75.19222222,71.89111111,72.00444444,72.08,75.18555556,86.96111111,86.67111111,81.20111111,228.6766667,228.93,237.1122222,55.73,32.73555556
Zambia,Q2,d1,2030,97.50555556,76.39555556,68.05111111,58.54555556,61.30555556,61.94,60.45666667,63.35555556,69.44777778,83.84888889,69.16444444,70.17222222,70.54888889,70.42888889,70.55777778,71.59888889,64.10555556,64.41333333,221.3155556,298.45,290.6455556,275.1033333,105.18,104.9788889
Zambia,Q2,d2,2030,19.23777778,16.08888889,16.08111111,16.09111111,21.58,21.59222222,39.96555556,37.66444444,40.56444444,34.83222222,33.05777778,32.88222222,29.50444444,29.26666667,29.11555556,29.19,29.62888889,82.59333333,158.6544444,114.9888889,34.85,29.63,19.49888889,16.11222222
Zambia,Q2,d3,2030,46.23,37.12111111,36.44,37.37555556,44.76444444,73.13444444,99.15555556,88.42111111,82.64222222,81.27,70.62,70.77888889,71.17444444,71.11666667,71.18444444,71.64555556,60.44222222,79.65,300.3322222,303.7788889,300.4255556,98.00111111,75.53111111,63.21333333
Zambia,Q2,d4,2030,35.12111111,32.88222222,32.87111111,32.38333333,40.22111111,53.88777778,67.54444444,64.89666667,64.71333333,62.02111111,42.91111111,42.88888889,41.26222222,41.2,41.23,41.25555556,53.98666667,132.5766667,170.1077778,185.3811111,158.4922222,62.78666667,50.69444444,33.53444444
Zambia,Q2,d5,2030,17.17444444,15.90222222,15.85333333,15.86888889,25.17777778,32.36888889,62.82333333,58.27777778,62.03,48.84111111,52.22555556,51.73,46.59666667,45.23555556,45.15888889,39.95333333,28.69555556,84.72888889,168.2544444,114.9088889,79.56777778,28.64777778,18.42,15.82333333
Zambia,Q3,d1,2030,77.92111111,67.65666667,60.87555556,67.63111111,82.17888889,88.11,60.13444444,62.08333333,63.70222222,63.03777778,62.77777778,64.42777778,61.66333333,54.01777778,56.25222222,63.05555556,62.65888889,183.57,268.4955556,290.1777778,277.2288889,187.5788889,126.02,117.31
Zambia,Q3,d2,2030,66.78666667,64.94333333,63.24555556,63.29555556,71.70888889,92.21,154.4666667,143.62,148.8144444,133.7377778,90.54555556,95.98888889,91.29,78.94222222,75.91666667,95.73888889,157.2022222,262.4477778,252.9555556,248.9322222,250.4411111,212.9177778,76.81777778,67.71
Zambia,Q3,d3,2030,25.03,24.08,24.07,24.08,25.09,25.95,32.03,33.2,35.66,32.52,24.15,23.21,22.64,22.4,22.31,22.5,22.9,90.63,135.97,73.83,31.79,24.36,25.08,24.07
Zambia,Q3,d4,2030,20.46,17.6,17.59,18.08,34.93,44.09,89,67.95,88.28,62.88,50.23,38.37,33.15,29.83,29.79,27.17,34.31,158.69,206.42,191.66,91.47,33.54,30,20.31
Zambia,Q3,d5,2030,33.91,30.97,29.66,31.17,48.32,57.07,96.51,96.92,107.31,93.71,78.26,64.15,51.83,41.45,43.76,41.37,77.97,190.43,206.07,186.48,143.72,48.76,49,32.73
Zambia,Q4,d1,2030,159.31,156.56,152.14,152.03,156.09,182.22,187.96,180.18,185.31,200.27,180.9,180.92,176.45,175.88,179.24,184.49,210.32,203.47,261.37,259.47,259.66,291,186.02,187.36
Zambia,Q4,d2,2030,98.18,92.57,78.18,80.37,94.18,171.6,208.84,205.72,182.69,182.71,181.8,178.74,171.47,169.86,172.13,172.14,195.33,242.07,297.06,297.06,267.06,270.99,175.82,136.01
Zambia,Q4,d3,2030,40.71,35.02,30.08,30.08,42.64,56.28,57.69,54.92,72.76,69.26,61.35,57.65,61.61,57.72,56.05,60.87,83.99,140.15,280.03,294.02,281.43,144.77,115.27,71.34
Zambia,Q4,d4,2030,169.06,169.05,165.69,165.68,169.03,158.78,207.8,202.23,205.23,212.49,201.11,201.12,206.78,210.4,201.71,210.89,222.07,248.22,281.69,295.87,295.86,255.31,227.06,215.92
Zambia,Q4,d5,2030,58.82,58.49,54.2,52.7,62.47,58.31,64.65,70.23,69.36,69.3,60.03,60.19,62.11,62.09,61.34,62.72,65.98,74.98,124.2,165.91,175.08,100.25,74.27,54.02
Zambia,Q1,d1,2032,25.51444444,23.82,23.20777778,23.27111111,27.32444444,31.09111111,81.01333333,81.87,88.73,89.44666667,78.65,80.54333333,82.19111111,81.90666667,85.56666667,85.40888889,79.92222222,77.43777778,113.0188889,146.5755556,165.8588889,96.39555556,38.85,32.73555556
Zambia,Q1,d2,2032,28.17222222,28.04888889,27.59444444,27.16,37.23666667,65.80111111,100.6111111,105.2455556,86.68333333,98.76333333,94.58,96.28333333,93.38333333,90.92111111,91.29222222,95.64666667,131.0055556,123.6933333,137.0944444,290.2911111,252.5566667,201.33,58.06888889,31.75888889
Zambia,Q1,d3,2032,17.79222222,16.54222222,16.20222222,16.20444444,18.24888889,25.78222222,73.26777778,73.28222222,77.28,78.70777778,59.20333333,61.08222222,62.67777778,62.4,64.51555556,65.95111111,59.95333333,59.00333333,108.6533333,168.1733333,235.3322222,72.85555556,37.83777778,30.27222222
Zambia,Q1,d4,2032,26.94222222,26.66333333,26.05111111,26.04888889,40.44444444,62.89,54.23555556,57.18666667,64.66111111,81.22333333,81.95888889,78.30888889,74.86555556,75.12,75.64666667,81.00444444,101.4544444,86.50222222,82.87222222,216.5466667,210.4888889,206.7455556,63.52777778,37.79666667
Zambia,Q1,d5,2032,26.86,26.47888889,25.86555556,25.87,33.03555556,63.06333333,53.90444444,57.59555556,62.86,75.68444444,73.81333333,75.19222222,71.89111111,72.00444444,72.08,75.18555556,86.96111111,86.67111111,81.20111111,228.6766667,228.93,237.1122222,55.73,32.73555556
Zambia,Q2,d1,2032,97.50555556,76.39555556,68.05111111,58.54555556,61.30555556,61.94,60.45666667,63.35555556,69.44777778,83.84888889,69.16444444,70.17222222,70.54888889,70.42888889,70.55777778,71.59888889,64.10555556,64.41333333,221.3155556,298.45,290.6455556,275.1033333,105.18,104.9788889
Zambia,Q2,d2,2032,19.23777778,16.08888889,16.08111111,16.09111111,21.58,21.59222222,39.96555556,37.66444444,40.56444444,34.83222222,33.05777778,32.88222222,29.50444444,29.26666667,29.11555556,29.19,29.62888889,82.59333333,158.6544444,114.9888889,34.85,29.63,19.49888889,16.11222222
Zambia,Q2,d3,2032,46.23,37.12111111,36.44,37.37555556,44.76444444,73.13444444,99.15555556,88.42111111,82.64222222,81.27,70.62,70.77888889,71.17444444,71.11666667,71.18444444,71.64555556,60.44222222,79.65,300.3322222,303.7788889,300.4255556,98.00111111,75.53111111,63.21333333
Zambia,Q2,d4,2032,35.12111111,32.88222222,32.87111111,32.38333333,40.22111111,53.88777778,67.54444444,64.89666667,64.71333333,62.02111111,42.91111111,42.88888889,41.26222222,41.2,41.23,41.25555556,53.98666667,132.5766667,170.1077778,185.3811111,158.4922222,62.78666667,50.69444444,33.53444444
Zambia,Q2,d5,2032,17.17444444,15.90222222,15.85333333,15.86888889,25.17777778,32.36888889,62.82333333,58.27777778,62.03,48.84111111,52.22555556,51.73,46.59666667,45.23555556,45.15888889,39.95333333,28.69555556,84.72888889,168.2544444,114.9088889,79.56777778,28.64777778,18.42,15.82333333
Zambia,Q3,d1,2032,77.92111111,67.65666667,60.87555556,67.63111111,82.17888889,88.11,60.13444444,62.08333333,63.70222222,63.03777778,62.77777778,64.42777778,61.66333333,54.01777778,56.25222222,63.05555556,62.65888889,183.57,268.4955556,290.1777778,277.2288889,187.5788889,126.02,117.31
Zambia,Q3,d2,2032,66.78666667,64.94333333,63.24555556,63.29555556,71.70888889,92.21,154.4666667,143.62,148.8144444,133.7377778,90.54555556,95.98888889,91.29,78.94222222,75.91666667,95.73888889,157.2022222,262.4477778,252.9555556,248.9322222,250.4411111,212.9177778,76.81777778,67.71
Zambia,Q3,d3,2032,25.03,24.08,24.07,24.08,25.09,25.95,32.03,33.2,35.66,32.52,24.15,23.21,22.64,22.4,22.31,22.5,22.9,90.63,135.97,73.83,31.79,24.36,25.08,24.07
Zambia,Q3,d4,2032,20.46,17.6,17.59,18.08,34.93,44.09,89,67.95,88.28,62.88,50.23,38.37,33.15,29.83,29.79,27.17,34.31,158.69,206.42,191.66,91.47,33.54,30,20.31
Zambia,Q3,d5,2032,33.91,30.97,29.66,31.17,48.32,57.07,96.51,96.92,107.31,93.71,78.26,64.15,51.83,41.45,43.76,41.37,77.97,190.43,206.07,186.48,143.72,48.76,49,32.73
Zambia,Q4,d1,2032,159.31,156.56,152.14,152.03,156.09,182.22,187.96,180.18,185.31,200.27,180.9,180.92,176.45,175.88,179.24,184.49,210.32,203.47,261.37,259.47,259.66,291,186.02,187.36
Zambia,Q4,d2,2032,98.18,92.57,78.18,80.37,94.18,171.6,208.84,205.72,182.69,182.71,181.8,178.74,171.47,169.86,172.13,172.14,195.33,242.07,297.06,297.06,267.06,270.99,175.82,136.01
Zambia,Q4,d3,2032,40.71,35.02,30.08,30.08,42.64,56.28,57.69,54.92,72.76,69.26,61.35,57.65,61.61,57.72,56.05,60.87,83.99,140.15,280.03,294.02,281.43,144.77,115.27,71.34
Zambia,Q4,d4,2032,169.06,169.05,165.69,165.68,169.03,158.78,207.8,202.23,205.23,212.49,201.11,201.12,206.78,210.4,201.71,210.89,222.07,248.22,281.69,295.87,295.86,255.31,227.06,215.92
Zambia,Q4,d5,2032,58.82,58.49,54.2,52.7,62.47,58.31,64.65,70.23,69.36,69.3,60.03,60.19,62.11,62.09,61.34,62.72,65.98,74.98,124.2,165.91,175.08,100.25,74.27,54.02
Zambia,Q1,d1,2034,25.51444444,23.82,23.20777778,23.27111111,27.32444444,31.09111111,81.01333333,81.87,88.73,89.44666667,78.65,80.54333333,82.19111111,81.90666667,85.56666667,85.40888889,79.92222222,77.43777778,113.0188889,146.5755556,165.8588889,96.39555556,38.85,32.73555556
Zambia,Q1,d2,2034,28.17222222,28.04888889,27.59444444,27.16,37.23666667,65.80111111,100.6111111,105.2455556,86.68333333,98.76333333,94.58,96.28333333,93.38333333,90.92111111,91.29222222,95.64666667,131.0055556,123.6933333,137.0944444,290.2911111,252.5566667,201.33,58.06888889,31.75888889
