z,g,y,value
South_Africa,Acacia_TH_ZAF,2025,171.0
South_Africa,Acacia_TH_ZAF,2026,171.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2025,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2026,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2027,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2028,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2029,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2030,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2031,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2032,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2033,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2034,1327.0
South_Africa,Ankerlig(Atlantis)_TH_ZAF,2035,1327.0
South_Africa,Arnot1_TH_ZAF,2025,1050.0
South_Africa,Arnot1_TH_ZAF,2026,1050.0
South_Africa,Arnot1_TH_ZAF,2027,1050.0
South_Africa,Arnot1_TH_ZAF,2028,1050.0
South_Africa,Arnot1_TH_ZAF,2029,1050.0
South_Africa,Arnot1_TH_ZAF,2030,1050.0
South_Africa,Arnot1_TH_ZAF,2031,1050.0
South_Africa,Arnot1_TH_ZAF,2032,1050.0
South_Africa,Arnot1_TH_ZAF,2033,1050.0
South_Africa,Arnot2_TH_ZAF,2025,1050.0
South_Africa,Arnot2_TH_ZAF,2026,1050.0
South_Africa,Arnot2_TH_ZAF,2027,1050.0
South_Africa,Arnot2_TH_ZAF,2028,1050.0
South_Africa,Arnot2_TH_ZAF,2029,1050.0
South_Africa,Arnot2_TH_ZAF,2030,1050.0
South_Africa,Arnot2_TH_ZAF,2031,1050.0
South_Africa,Arnot2_TH_ZAF,2032,1050.0
South_Africa,Arnot2_TH_ZAF,2033,1050.0
South_Africa,Avon_TH_ZAF,2025,837.0
South_Africa,Avon_TH_ZAF,2026,837.0
South_Africa,Avon_TH_ZAF,2027,837.0
South_Africa,Avon_TH_ZAF,2028,837.0
South_Africa,Avon_TH_ZAF,2029,837.0
South_Africa,Avon_TH_ZAF,2030,837.0
South_Africa,Avon_TH_ZAF,2031,837.0
South_Africa,Avon_TH_ZAF,2032,837.0
South_Africa,Avon_TH_ZAF,2033,837.0
South_Africa,Avon_TH_ZAF,2034,837.0
South_Africa,Avon_TH_ZAF,2035,837.0
South_Africa,Camden_TH_ZAF,2025,1484.0
South_Africa,Camden_TH_ZAF,2026,1484.0
South_Africa,Camden_TH_ZAF,2027,1484.0
South_Africa,Camden_TH_ZAF,2028,1484.0
South_Africa,Camden_TH_ZAF,2029,1484.0
South_Africa,Camden_TH_ZAF,2030,1484.0
South_Africa,Dedisa_TH_ZAF,2025,335.0
South_Africa,Dedisa_TH_ZAF,2026,335.0
South_Africa,Dedisa_TH_ZAF,2027,335.0
South_Africa,Dedisa_TH_ZAF,2028,335.0
South_Africa,Dedisa_TH_ZAF,2029,335.0
South_Africa,Dedisa_TH_ZAF,2030,335.0
South_Africa,Dedisa_TH_ZAF,2031,335.0
South_Africa,Dedisa_TH_ZAF,2032,335.0
South_Africa,Dedisa_TH_ZAF,2033,335.0
South_Africa,Dedisa_TH_ZAF,2034,335.0
South_Africa,Dedisa_TH_ZAF,2035,335.0
South_Africa,DrakensbergPH_HY_ZAF,2025,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2026,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2027,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2028,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2029,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2030,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2031,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2032,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2033,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2034,1000.0
South_Africa,DrakensbergPH_HY_ZAF,2035,1000.0
South_Africa,Duvha_TH_ZAF,2025,2875.0
South_Africa,Duvha_TH_ZAF,2026,2875.0
South_Africa,Duvha_TH_ZAF,2027,2875.0
South_Africa,Duvha_TH_ZAF,2028,2875.0
South_Africa,Duvha_TH_ZAF,2029,2875.0
South_Africa,Duvha_TH_ZAF,2030,2875.0
South_Africa,Duvha_TH_ZAF,2031,2875.0
South_Africa,Duvha_TH_ZAF,2032,2875.0
South_Africa,ExistingHydro1985_HY_ZAF,2025,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2026,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2027,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2028,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2029,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2030,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2031,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2032,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2033,44.0
South_Africa,ExistingHydro1985_HY_ZAF,2034,44.0
