c,z,y,q,d,t,uni,value
Libya,Libya,2026,m1,d1,t1,Gas,1432.9626332973194
Libya,Libya,2026,m1,d1,t1,Gas,2192.0
Libya,Libya,2026,m1,d1,t1,Gas,1400.0
Libya,Libya,2026,m1,d1,t1,Imports,150.0
Libya,Libya,2026,m1,d1,t1,Demand,5174.962633297319
Libya,Libya,2026,m1,d1,t2,Gas,687.5200121380767
Libya,Libya,2026,m1,d1,t2,Gas,2769.8880323715694
Libya,Libya,2026,m1,d1,t2,Gas,1400.0
Libya,Libya,2026,m1,d1,t2,Imports,150.0
Libya,Libya,2026,m1,d1,t2,Demand,5007.408044509646
Libya,Libya,2026,m1,d1,t3,Gas,1625.5483694062125
Libya,Libya,2026,m1,d1,t3,Gas,1728.0
Libya,Libya,2026,m1,d1,t3,Gas,1400.0
Libya,Libya,2026,m1,d1,t3,Imports,150.0
Libya,Libya,2026,m1,d1,t3,Demand,4903.548369406212
Libya,Libya,2026,m1,d1,t4,Gas,2172.9813309475376
Libya,Libya,2026,m1,d1,t4,Gas,1120.0
Libya,Libya,2026,m1,d1,t4,Gas,1400.0
Libya,Libya,2026,m1,d1,t4,Imports,150.0
Libya,Libya,2026,m1,d1,t4,Demand,4842.981330947538
Libya,Libya,2026,m1,d1,t5,Gas,1551.4745970189588
Libya,Libya,2026,m1,d1,t5,Gas,1728.0
Libya,Libya,2026,m1,d1,t5,Gas,1400.0
Libya,Libya,2026,m1,d1,t5,Imports,150.0
Libya,Libya,2026,m1,d1,t5,Demand,4829.474597018959
Libya,Libya,2026,m1,d1,t6,Gas,1713.242468541529
Libya,Libya,2026,m1,d1,t6,Gas,1596.8
Libya,Libya,2026,m1,d1,t6,Gas,1400.0
Libya,Libya,2026,m1,d1,t6,Imports,150.0
Libya,Libya,2026,m1,d1,t6,Demand,4860.042468541529
Libya,Libya,2026,m1,d1,t7,Gas,2206.890816385967
Libya,Libya,2026,m1,d1,t7,Gas,2192.0
Libya,Libya,2026,m1,d1,t7,Gas,497.8289326631712
Libya,Libya,2026,m1,d1,t7,Imports,150.0
Libya,Libya,2026,m1,d1,t7,Demand,5046.719749049138
Libya,Libya,2026,m1,d1,t8,Gas,1614.7348367466548
Libya,Libya,2026,m1,d1,t8,Gas,2192.0
Libya,Libya,2026,m1,d1,t8,Gas,1400.0
Libya,Libya,2026,m1,d1,t8,Imports,150.0
Libya,Libya,2026,m1,d1,t8,Demand,5356.734836746655
Libya,Libya,2026,m1,d1,t9,Gas,2271.0
Libya,Libya,2026,m1,d1,t9,Gas,1690.564660412142
Libya,Libya,2026,m1,d1,t9,Gas,1400.0
Libya,Libya,2026,m1,d1,t9,Imports,150.0
